url_id,total_meters,price
299346133,58.9,14200000
301967469,44.5,12000000
301566150,38.0,17400000
299154733,44.9,13900000
299287897,47.0,13490000
300733925,64.02,12500000
300142526,72.0,17390000
301120277,51.9,16300000
301919040,44.0,10900000
297639440,55.0,17900000
298225880,40.0,12300000
299374055,53.3,12990000
300829352,53.3,13300000
298002960,41.1,17800000
301168458,55.6,18450000
301700351,48.0,15290000
298397668,57.4,13700000
298705499,55.0,14400000
300158466,79.5,28900000
301881929,44.6,10100000
301872009,53.7,19500000
299883663,53.0,26900000
301598664,38.3,10000000
299066218,48.5,16990000
301233886,45.0,16950000
301558127,67.5,15400000
301758231,66.2,16500000
301905182,60.0,17300000
300929697,44.7,12950000
301856089,42.3,12100000
301674581,53.0,17500000
301481391,43.0,14390000
298726658,45.0,23300000
301809449,58.7,17200000
298519060,52.0,29200000
300979509,44.0,16950000
300234401,78.0,29000000
292303736,53.5,13290000
301717047,44.0,10500000
301897169,44.1,16200000
296383351,64.0,16000000
296506433,50.7,17200000
301505220,37.6,16000000
301676990,45.5,13900000
294942615,44.1,10690000
298565482,37.26,15800000
301790129,43.5,15800000
301267140,43.0,12900000
299720116,48.9,17500000
300052374,55.9,18400000
300737798,38.7,17690000
297358942,45.0,25500000
301925010,56.1,13500000
295316100,61.6,27990000
297468635,64.3,29200000
298726692,43.0,15990000
301260524,60.0,12200000
283172881,42.0,11500000
301494929,44.3,10300000
301273973,45.0,20750000
301200932,33.0,19000000
298136780,52.0,12000000
300986703,48.0,15690000
301960650,44.2,13300000
299714835,60.0,12200000
298552437,37.1,10555000
301959536,43.5,15790000
301424724,42.0,11100000
301790761,55.8,17500000
300973158,57.0,29500000
300872621,55.1,18299000
300122203,45.0,15990000
301917701,37.8,10900000
300059360,62.1,13000000
298408573,57.4,7350000
301380768,52.1,12400000
296103876,55.6,14400000
298346335,52.7,8399999
299901814,42.4,17500000
298199257,45.5,10300000
291280710,54.3,17790000
298217209,57.2,17000000
299723561,47.5,12200000
300752408,73.0,17800000
299103386,38.4,12500000
298217194,46.3,14000000
300206682,49.1,15650000
296445679,56.0,17300000
299969458,59.6,14800000
300309583,69.1,10700000
300787656,60.0,18800000
299856835,57.3,18400000
300617244,47.0,15700000
300966814,48.2,11730000
299740778,65.8,14000000
300825601,72.9,17200000
301269836,45.0,15500000
300139634,56.62,14300000
300742374,59.0,13500000
293474960,48.8,11400000
300966811,57.5,13600000
298660598,53.0,21000000
299111448,60.5,21000000
301306783,52.0,21580000
298794336,53.0,21650000
292808866,38.0,21660000
297903387,40.0,21900000
301495114,70.3,22000000
301310364,50.5,22300000
300298593,60.7,22500000
300344494,38.0,22500000
299944236,45.15,22500000
301737385,43.3,22500000
297469165,71.0,22900000
285542196,66.4,22900000
301963100,47.5,23000000
301595544,46.0,23600000
298599931,59.0,23500000
300973947,59.6,23500000
301888016,53.0,23500000
300813354,64.0,23600000
301569594,52.0,23500000
295719676,69.0,23490000
301129802,50.0,23499000
301949914,55.7,23900000
301042196,53.1,23900000
301060519,61.0,23900000
297874677,43.0,23700000
301733916,92.0,24000000
300067196,45.0,5600000
301268276,30.0,6850000
301934109,44.6,7300000
296710894,45.3,7500000
301492005,35.0,7500000
300869323,44.4,7700000
301638586,31.1,7700000
301005919,39.3,7800000
301867961,40.5,8000000
300510347,52.5,8200000
301853596,45.2,9400000
301963593,40.0,9500000
301124400,61.9,9500000
299181278,60.5,9600000
297115546,44.3,9700000
296470480,44.0,9699999
300054601,38.2,9700000
296356582,63.6,9800000
293619176,57.7,9900000
298758473,38.1,9990000
294453097,45.0,9950000
300895600,45.0,10000000
301270092,44.1,9999000
299453449,44.0,10100000
301317099,42.7,10200000
299631201,44.0,10300000
300234963,38.0,10250000
301265869,47.3,10250000
301737587,44.1,10300000
300104026,40.7,10299000
299238930,60.5,10350000
290709602,43.2,10500000
299636831,54.2,10500000
301824520,52.5,10500000
301823040,51.4,10500000
301054954,44.5,10600000
301059345,58.1,10700000
301457718,45.0,10700000
293400070,46.0,10800000
297898708,35.0,10950000
299477612,55.15,10900000
298513285,26.5,10990000
301075701,48.0,11000000
300263584,56.3,11000000
300886855,38.6,11000000
301312254,121.0,11000000
301321592,43.3,11000000
300525502,48.0,11000000
300638883,43.3,11100000
301870795,43.3,11100000
300843447,45.0,11250000
301036472,38.5,11200000
301939793,37.6,11300000
301923645,38.5,11400000
300667918,43.8,11500000
301740297,53.2,11450000
300236165,46.8,13300000
301588529,53.2,13300000
297171976,44.8,13300000
299596557,43.2,13500000
295267562,46.7,13500000
301779031,45.0,13500000
298157493,61.5,13400000
299846090,47.4,13500000
301824791,55.0,13500000
301811787,40.0,13400000
301613928,43.0,13500000
301685431,37.0,13600000
298623314,51.9,13600000
296953261,44.6,13590000
301251600,55.1,13690000
300951496,50.0,13700000
296444926,49.1,13900000
283341335,52.0,13900000
300206840,66.0,13900000
301622033,56.3,13900000
300654085,58.6,13900000
298146512,44.8,13900000
294905420,53.0,13850000
299945498,52.1,13900000
301566015,41.5,14000000
298920858,61.9,13950000
300002579,60.0,13950000
300663312,35.0,13990000
301426812,65.0,13950000
301380731,45.0,13990000
301406228,44.7,13990000
301601805,39.9,13950000
301570761,54.0,14100000
300210689,44.0,14100000
301204794,70.5,14200000
301427680,52.2,14190000
301740105,35.0,14300000
301303012,65.0,14300000
297842892,56.6,14300000
300810809,70.2,14490000
298897982,45.0,14500000
291641709,52.0,14400000
301399377,57.5,14500000
298819612,47.9,14500000
301620602,58.0,14400000
301921183,37.3,14500000
301491564,49.2,14400000
301561025,58.0,14690000
297160880,63.0,14590000
301601005,38.0,14600000
301271293,45.6,14600000
299518600,72.5,14650000
301524169,52.1,14600000
297131786,55.0,14700000
300470315,50.7,14750000
299689814,80.0,14750000
301723745,48.0,15450000
300912990,49.2,15700000
301490732,74.5,15800000
297951389,57.8,15800000
301682576,37.5,15990000
300743248,55.5,16000000
297079796,53.0,15950000
301507213,46.4,15900000
301486978,45.0,15950000
301111100,59.4,15990000
301411057,58.4,16100000
299947006,43.3,16150000
301696959,37.3,16300000
300740040,37.1,16300000
300024828,48.8,16250000
300011401,44.3,16200000
301020434,53.0,16200000
300666704,42.3,16490000
300950337,51.6,16400000
300243577,54.3,16500000
301156935,54.0,16450000
296689444,74.0,16500000
300828564,41.4,16500000
300256146,44.0,16500000
301407833,56.3,16400000
250774239,56.3,16500000
301355570,58.4,16500000
301814307,65.1,16550000
301249609,51.4,16600000
301377348,36.8,16600000
300309625,48.6,16700000
299428500,49.7,16850000
301504762,55.0,16800000
299435953,41.8,16700000
299012342,59.0,16700000
301233705,46.7,16990000
300879706,65.03,16900000
300051915,58.0,17000000
301653110,58.0,16900000
301458215,45.8,16900000
301180043,50.0,16900000
300439981,57.0,17000000
301165367,43.0,16990000
301023393,53.4,17100000
298095035,49.1,17150000
299600256,38.6,17250000
301640761,58.5,17200000
299675189,52.0,17200000
301304851,62.0,17500000
300756463,50.0,17500000
301802528,55.4,17499000
301215831,57.0,17490000
301351181,53.0,17500000
298839191,72.3,17500000
301670477,60.3,17700000
297412548,57.5,17550000
301953483,71.0,17700000
294996139,55.8,17600000
301202479,40.1,17800000
300777539,57.5,17999000
301409897,60.0,17999000
301060467,49.0,17990000
293744183,36.6,18000000
300687069,42.5,17990000
296209444,34.9,18000000
297848096,52.1,18000000
301304698,49.0,17990000
300640451,58.8,18200000
301815990,47.2,18500000
300589368,54.0,18500000
300648102,63.2,18500000
301615751,49.4,18600000
301452055,43.0,18500000
301921946,49.5,18800000
300726807,56.7,19000000
301850288,44.0,18900000
300248796,60.0,19200000
298511927,55.5,19300000
300654584,57.0,19300000
300499251,60.9,19400000
301005114,60.0,19500000
300418102,60.0,19500000
301959740,60.0,19500000
300750564,76.0,19550000
298946156,42.0,19500000
296741786,50.5,19700000
301855571,64.1,19900000
301853469,41.5,19990000
298802622,46.0,20000000
301076364,52.0,20300000
301231905,57.7,20200000
301873366,55.0,20300000
300984536,56.8,20448000
300614221,65.0,20730000
300010362,38.4,20790000
300590996,52.1,20980000
301891612,53.5,20900000
301869475,65.0,20800000
289200966,53.8,21000000
297202356,55.0,21000000
301024984,51.0,21000000
300162555,61.2,21500000
300222403,56.4,21500000
301859241,74.0,21500000
295320468,96.9,21800000
300875952,59.3,22000000
300309457,43.1,22000000
299187970,47.5,21950000
301654828,43.0,21900000
297479197,56.0,21900000
296513023,52.7,21900000
299613035,70.4,22200000
295919515,36.7,1300000
299508883,54.0,13300000
300818798,75.0,29000000
301352993,68.3,15500000
301269319,64.7,17000000
301848672,98.4,25800000
301599185,59.0,20500000
299308382,74.9,28800000
300364688,60.0,27400000
301200484,57.5,13599000
301381549,62.0,18800000
301421793,73.7,22000000
299495945,68.5,22990000
301187444,63.0,13850000
301294321,60.0,22700000
301826360,63.9,27250000
299690400,60.0,18550000
296559364,75.5,21500000
301024064,79.3,29999999
301429095,72.7,15500000
299889344,71.0,16900000
288233425,74.0,27000000
299573059,70.5,26590000
300593977,75.8,28000000
292752282,60.5,23700000
300640756,47.0,18500000
300607934,64.2,10800000
301908262,62.0,17500000
300623539,77.4,22900000
301895902,58.3,12290000
301858215,67.5,20500000
301316906,63.6,23500000
300788549,73.0,18000000
301053709,73.0,22300000
301902444,95.0,27000000
301879068,69.0,29450000
297901296,76.0,18500000
300568982,62.8,17500000
286850576,58.0,24700000
294206662,77.0,27990000
295813573,66.0,15500000
300251626,62.7,29000000
300178166,70.3,14900000
297255750,69.0,27900000
298879854,87.6,25400000
295093036,70.2,29950000
299964126,79.0,28250000
301153041,80.5,25000000
301971279,70.6,25500000
300099663,58.3,12700000
297089048,71.0,29950000
298937754,64.0,16500000
300733992,73.0,22300000
298683992,49.0,12900000
297540067,128.8,26000000
299165986,65.1,12499000
298008406,74.7,11500000
301296896,56.0,27000000
300301424,73.2,29000000
301186652,50.6,12200000
301654398,63.0,15900000
298528648,68.3,15900000
299334741,68.3,15900000
301294578,67.5,15990000
298413599,63.6,15990000
301224529,63.5,15900000
301201091,79.4,16200000
300327977,74.8,16200000
301308933,59.0,16400000
298924654,62.5,16500000
301674279,60.0,16700000
300328743,63.0,16900000
299549331,90.0,16900000
301353202,63.5,17000000
301731787,89.0,16900000
301216197,71.6,16900000
300045504,57.9,17000000
299859361,63.4,16900000
300574443,87.1,17350000
291312183,60.0,17500000
301347592,57.0,17450000
300854469,53.4,17550000
301184664,55.6,17800000
301565969,58.7,18000000
301598586,59.0,17950000
301704920,57.3,17950000
293454410,73.0,17900000
299698539,62.2,17900000
300290059,60.0,18300000
301407892,72.1,18500000
301524807,55.0,18600000
298297481,72.0,18900000
301509900,63.4,19000000
299020433,69.59,19200000
301779053,62.0,19400000
298879818,64.7,19500000
300752416,74.7,19500000
298220751,76.3,19900000
301309140,73.0,19900000
301180769,63.4,19800000
300910032,75.0,19800000
301081354,64.9,19900000
297496839,60.3,19990000
297756821,79.0,19900000
301166183,59.7,19900000
301581558,59.7,20000000
301519836,75.0,20100000
301215055,76.9,20000000
301785015,75.1,20500000
300288822,67.0,20400000
295787407,81.3,20490000
299724581,70.5,20600000
300502613,71.3,20950000
301063362,73.0,20990000
297953479,84.0,21000000
300301494,83.6,21000000
299879025,81.6,23500000
297804958,60.0,23500000
295107796,105.0,23800000
298775170,118.0,23900000
301922428,82.0,24000000
298731578,71.4,24000000
301377765,81.5,24000000
298980821,80.0,23990000
301600895,71.0,24300000
300484718,86.8,24500000
300346570,72.8,24500000
301320099,73.0,24500000
300909618,80.0,24999000
300019723,93.3,24900000
300989309,78.6,24950000
299294154,69.0,24900000
300703881,64.0,25200000
301115124,80.0,25500000
301964941,78.8,25500000
300025132,77.5,25425000
294853387,72.9,25990000
294615649,72.0,26290000
293622464,79.2,26550000
301853937,65.0,26500000
298346378,78.0,26999000
300889917,98.0,26800000
299454124,82.3,26790000
299354605,73.0,27000000
300548530,78.3,27000000
299166294,60.59,27200000
300833686,75.8,27500000
301968653,81.5,28000000
300337580,77.4,27800000
297364890,77.3,28000000
301057371,85.3,27990000
300337100,74.7,28000000
293036101,77.0,28000000
299032781,93.0,27900000
298334197,61.2,28000000
300821065,75.0,28000000
300206695,75.0,27900000
300196050,77.0,28000000
300810553,67.9,27839000
297380955,60.0,28300000
