url_id,total_meters,price
299141039,68.0,28500000
300012115,77.1,28500000
300384258,74.0,28500000
297191675,99.9,28790000
300731032,78.8,29000000
295331662,60.1,29000000
301107943,95.5,29700000
300283240,93.9,29990000
301217861,50.0,29999000
298773202,54.6,7500000
298720571,70.5,9500000
297548025,51.9,10300000
299474727,60.5,10350000
299932089,52.3,10400000
296206345,89.6,10500000
300647905,57.0,10990000
301731739,64.2,11500000
300988379,59.0,12250000
298557542,58.3,12700000
295331890,53.0,13000000
301740399,57.3,13000000
301451859,64.8,13000000
295680335,59.1,13200000
300170974,53.6,13200000
300968947,63.0,13350000
297850298,65.9,13500000
301642076,60.5,13490000
300289604,59.4,13500000
293690194,62.7,13600000
301122762,72.0,13700000
300943322,50.6,13900000
300112194,63.3,13800000
300923132,75.0,13900000
297212699,54.0,14000000
299910519,61.2,14000000
294295889,63.2,14149999
301151457,51.0,14200000
299292844,74.0,14500000
300542990,59.3,14500000
300500742,56.6,14500000
301542557,88.61,14900000
297657698,51.0,14800000
296199584,63.5,14999999
300442736,54.2,15000000
301166816,60.1,15200000
299570271,72.7,15350000
301021397,66.0,15500000
301850268,63.2,15510000
300832506,59.0,15500000
297636835,59.7,15500000
301778515,75.0,15500000
295821634,50.1,15500000
284319602,78.5,15700000
299166136,55.6,15800000
299852070,60.0,15800000
301151990,99.4,16000000
301899381,62.7,16000000
